name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1336 b,3675,4.58 Earths,14.264,2016
Kepler-1336 c,3675,3.57 Earths,14.264,2016
Kepler-1337 b,1963,6.39 Earths,16.21,2016
Kepler-1338 b,2457,0.721 Earths,13.699,2016
Kepler-1339 b,1210,0.285 Earths,12.344,2016
Kepler-133 b,2132,3.75 Earths,12.896,2014
Kepler-133 c,2132,8.45 Earths,12.896,2014
Kepler-1340 b,3203,3.02 Earths,15.003,2016
Kepler-1341 b,1556,9.22 Earths,15.356,2016
Kepler-1342 b,2906,3.39 Earths,15.726,2016
Kepler-1343 b,5730,4.38 Earths,15.617,2016
Kepler-1344 b,2786,4.04 Earths,14.192,2016
Kepler-1345 b,4420,6.17 Earths,13.775,2016
Kepler-1346 b,2752,3.12 Earths,14.625,2016
Kepler-1347 b,1047,1.08 Earths,13.557,2016
Kepler-1348 b,3959,4.42 Earths,14.871,2016
Kepler-1349 b,901,0.271 Earths,11.209,2016
Kepler-134 b,1092,4.66 Earths,12.318,2014
Kepler-134 c,1092,2.13 Earths,12.318,2014
Kepler-1350 b,1111,6.9 Earths,16.577,2016
Kepler-1350 c,1111,3.64 Earths,16.577,2016
Kepler-1351 b,661,0.208 Earths,14.328,2016
Kepler-1371 b,1681,0.315 Earths,14.018,2016
Kepler-1371 c,1681,0.196 Earths,14.018,2016
Kepler-1372 b,4251,2.15 Earths,15.667,2016
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1374 b,3518,5.86 Earths,15.991,2016
Kepler-1375 b,4667,3.68 Earths,13.864,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1386 b,2727,2.07 Earths,14.597,2016
Kepler-1387 b,1485,0.749 Earths,14.727,2016
Kepler-1388 b,1480,7.22 Earths,16.43,2016
Kepler-1388 c,1480,5.73 Earths,16.43,2016
Kepler-1388 d,1480,8.55 Earths,16.43,2016
Kepler-1388 e,1480,6.62 Earths,16.43,2016
Kepler-1389 b,1622,3.78 Earths,14.896,2016
Kepler-138 b,218,0.07 Earths,13.04,2014
Kepler-138 c,218,2.3 Earths,13.04,2014
Kepler-138 d,218,2.1 Earths,13.04,2014
Kepler-138 e,218,0.43 Earths,13.04,2022
Kepler-1390 b,2360,1.76 Earths,14.558,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1406 b,1867,1.37 Earths,13.39,2016
Kepler-1407 b,4555,5.69 Earths,15.023,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-142 b,1790,4.62 Earths,13.277,2014
Kepler-142 c,1790,8.55 Earths,13.277,2014
Kepler-142 d,1790,5.31 Earths,13.277,2014
Kepler-1430 b,2856,1.76 Earths,15.567,2016
Kepler-1431 b,5295,2.76 Earths,15.4,2016
Kepler-1432 b,7085,5.56 Earths,15.594,2016
Kepler-1433 b,4332,3.05 Earths,15.051,2016
Kepler-1434 b,2530,1.41 Earths,12.198,2016
Kepler-1435 b,2297,0.566 Earths,12.984,2016
Kepler-1436 b,8255,2.27 Earths,15.119,2016
Kepler-1437 b,6856,2.45 Earths,15.701,2016
Kepler-1438 b,3765,0.779 Earths,14.983,2016
Kepler-1439 b,735,2.73 Earths,17.0484,2016
Kepler-143 b,2640,6.39 Earths,13.882,2014
Kepler-143 c,2640,11.3 Earths,13.882,2014
Kepler-1440 b,3638,2.13 Earths,14.24,2016
Kepler-1441 b,3622,2.27 Earths,14.29,2016
Kepler-1442 b,1986,14.7 Earths,12.114,2016
Kepler-1443 b,1936,0.871 Earths,12.313,2016
Kepler-1444 b,1043,5.39 Earths,12.363,2016
Kepler-1445 b,1652,0.84 Earths,12.407,2016
Kepler-1446 b,496,0.477 Earths,12.595,2016
Kepler-1447 b,2904,8.75 Earths,14.747,2016
Kepler-1448 b,2508,3.22 Earths,14.592,2016
Kepler-1449 b,6545,3.46 Earths,15.142,2016
Kepler-144 b,1256,2.33 Earths,12.195,2014
Kepler-144 c,1256,2.39 Earths,12.195,2014
Kepler-1450 b,1650,3.57 Earths,15.923,2016
Kepler-1451 b,3454,11.2 Earths,15.313,2016
Kepler-1452 b,3250,7.75 Earths,13.215,2016
Kepler-1453 b,3901,7.61 Earths,15.695,2016
Kepler-1454 b,2546,4.19 Earths,15.009,2016
Kepler-1455 b,1167,5.31 Earths,16.06,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1457 b,2903,4.62 Earths,14.066,2016
Kepler-1458 b,1776,8.05 Earths,14.434,2016
Kepler-1459 b,1486,2.42 Earths,14.893,2016
Kepler-145 b,1849,37.1 Earths,11.977,2013
Kepler-145 c,1849,0.25 Jupiters,11.977,2013
Kepler-1460 b,1805,4.5 Earths,16.166,2016
Kepler-1461 b,2215,4.78 Earths,15.828,2016
Kepler-1462 b,3320,14 Earths,15.888,2016
Kepler-1463 b,5505,4.12 Earths,15.905,2016
Kepler-1464 b,3757,3.39 Earths,14.358,2016
Kepler-1464 c,3757,0.972 Earths,14.358,2016
Kepler-1465 b,1173,3.78 Earths,14.724,2016
Kepler-1466 b,2061,3.02 Earths,14.026,2016
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-1468 b,6195,3.64 Earths,15.111,2016
Kepler-1449 b,6545,3.46 Earths,15.142,2016
Kepler-144 b,1256,2.33 Earths,12.195,2014
Kepler-144 c,1256,2.39 Earths,12.195,2014
Kepler-1450 b,1650,3.57 Earths,15.923,2016
Kepler-1451 b,3454,11.2 Earths,15.313,2016
Kepler-1452 b,3250,7.75 Earths,13.215,2016
Kepler-1453 b,3901,7.61 Earths,15.695,2016
Kepler-1454 b,2546,4.19 Earths,15.009,2016
Kepler-1455 b,1167,5.31 Earths,16.06,2016
Kepler-1456 b,1208,1.55 Earths,15.777,2016
Kepler-1457 b,2903,4.62 Earths,14.066,2016
Kepler-1458 b,1776,8.05 Earths,14.434,2016
Kepler-1459 b,1486,2.42 Earths,14.893,2016
Kepler-145 b,1849,37.1 Earths,11.977,2013
Kepler-145 c,1849,0.25 Jupiters,11.977,2013
Kepler-1460 b,1805,4.5 Earths,16.166,2016
Kepler-1461 b,2215,4.78 Earths,15.828,2016
Kepler-1462 b,3320,14 Earths,15.888,2016
Kepler-1463 b,5505,4.12 Earths,15.905,2016
Kepler-1464 b,3757,3.39 Earths,14.358,2016
Kepler-1464 c,3757,0.972 Earths,14.358,2016
Kepler-1465 b,1173,3.78 Earths,14.724,2016
Kepler-1466 b,2061,3.02 Earths,14.026,2016
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-1468 b,6195,3.64 Earths,15.111,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1590 b,2515,1.55 Earths,14.186,2016
Kepler-1591 b,4631,2.15 Earths,14.846,2016
Kepler-1592 b,5348,2.99 Earths,14.94,2016
Kepler-1593 b,2082,10.2 Earths,16.19,2016
Kepler-1594 b,3187,1.2 Earths,14.951,2016
Kepler-1612 b,2495,1.08 Earths,14.936,2016
Kepler-1613 b,4920,4.98 Earths,14.192,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1622 b,2598,2.76 Earths,13.437,2016
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1624 b,845,27.6 Earths,16.597,2016
Kepler-1625 b,7536,30.6 Earths,16.227,2016
Kepler-1626 b,4465,4.74 Earths,14.357,2016
Kepler-1627 b,1035,13.2 Earths,13.111,2016
Kepler-1628 b,1148,33.8 Earths,17.8298,2016
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-162 b,2791,2.13 Earths,14.351,2014
Kepler-162 c,2791,9.43 Earths,14.351,2014
Kepler-1630 b,1080,5.43 Earths,14.278,2016
Kepler-1631 b,4260,2.39 Earths,15.673,2016
Kepler-1632 b,2338,6.66 Earths,13.22,2016
Kepler-1612 b,2495,1.08 Earths,14.936,2016
Kepler-1613 b,4920,4.98 Earths,14.192,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
